"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1797874589428842975","Tue Jun 04 06:14:39 +0000 2024","14542","Ada drama apa di IKN sampai doi ngomong begini? - berpihaklah pada masyarakat - rencanakan dengan baik - jangan korupsi Sus banget. https://t.co/FBaezDVTf5","1797874589428842975","https://pbs.twimg.com/media/GPNVaGKbwAABZe8.jpg","","in","","388","162","4324","https://x.com/abulmuzaffar10/status/1797874589428842975","909850779749466112","abulmuzaffar10"
"1798143760444125654","Wed Jun 05 00:04:15 +0000 2024","1877","Cara supaya gak Jawasentris itu bukan dengan bangun IKN. Tetapi dengan memastikan hal seperti di bawah tidak terjadi di provinsi MANAPUN. Payah bener emang orang2 pinter yg ngusul2 pindah2 ini. https://t.co/p4d3AJRhQo","1798143760444125654","","","in","Jakarta","37","53","818","https://x.com/elisa_jkt/status/1798143760444125654","44556194","elisa_jkt"
"1798225738711379978","Wed Jun 05 05:30:00 +0000 2024","3","Semenjak Ibu Kota resmi pindah ke IKN banyak yang mempertanyakan nasib gedung-gedung di Jakarta. Ternyata pemerintah juga sempat membahas hal ini terutama mengenai alih fungsi Istana Merdeka.⁣ Kalau usul detikers Istana Merdeka alih fungsi jadi apa? https://t.co/RZQdxizvby https://t.co/SfCVolNfei","1798225738711379978","https://pbs.twimg.com/media/GPRtqhCbwAALg7Z.jpg","","in","","0","0","3","https://x.com/detikcom/status/1798225738711379978","69183155","detikcom"
"1774795679917084726","Mon Apr 01 13:47:18 +0000 2024","19701","Sebagai anak Kaltim orang-orang suka heran sama preferensiku yg lebih milih perbaikan RS daerah &amp; bangun puskesmas dg fasilitas rawat inap ketimbang gedung kemenkes megah baru di IKN. Jawabannya: https://t.co/2MXVbUfJXr","1774795679917084726","https://pbs.twimg.com/media/GKFXQika4AAFvft.jpg","","in","Kalimantan Timur, Indonesia","383","287","5787","https://x.com/hafizha_anisa/status/1774795679917084726","1178173873163866112","hafizha_anisa"
"1798225342903341076","Wed Jun 05 05:28:25 +0000 2024","3","Kepala Otorita IKN Bambang Susantono dan wakilnya Dhony Rahajoe mundur dari jabatannya. Dalam Rapat Dengar Pendapat (RDP) antara Kepala Otoritas IKN dengan Komisi II DPR RI pada 3 April 2023 lalu Bambang sempat mengeluhkan gajinya pernah telat dibayarkan selama 11 bulan. https://t.co/YSdTU0N74w","1798225342903341076","https://pbs.twimg.com/media/GPSUalsboAA9-ZA.jpg","","in","","0","0","1","https://x.com/RadioElshinta/status/1798225342903341076","121640063","RadioElshinta"
"1797108886316765242","Sun Jun 02 03:32:01 +0000 2024","4","Masyarakat tidak perlu curiga dan khawatir Tapera ini tdk ada hubungannya dg APBN tdk ada upaya pemerintah utk biayai makan gratis apalagi IKN. Semua sudah ada anggaran masing-masing. #KSPKlarifikasiTapera https://t.co/mRcHI01817","1797108886316765242","https://pbs.twimg.com/media/GPCdAf-akAAtFG9.jpg","","in","Bandung, Jawa Barat","0","2","6","https://x.com/playlaist/status/1797108886316765242","887657322788438016","playlaist"
"1696691080660672732","Wed Aug 30 01:07:31 +0000 2023","2335","Baru kali ini punya kesempatan berbincang panjang dengan Panglima Jillah tentang hukum adat pelestarian budaya Dayak dan IKN. Pandangannya tentang NKRI sangat apa adanya tanpa embel-embel politik maupun agama. Saya hanya fokus kepada pelestarian alam dan budaya tanpa https://t.co/Cc30aqNJTt","1696691080660672732","https://pbs.twimg.com/media/F4vbiwIa0AAcVd3.jpg","","in","","21","295","449","https://x.com/islah_bahrawi/status/1696691080660672732","1619899748387000322","islah_bahrawi"
"1798132723296645286","Tue Jun 04 23:20:23 +0000 2024","9","Pertama kali bermalam di Rumah Tapak Jabatan Menteri di IKN. Langsung kita bahas gimana progresnya bareng Kang @ridwankamil Gubernur sekaligus kurator pembangunan IKN kita tercinta. https://t.co/48V3C6KlT6","1798132723296645286","https://pbs.twimg.com/media/GPRAHzjawAA45oX.jpg","","in","Indonesia","1","4","3","https://x.com/ZUL_Hasan/status/1798132723296645286","187520592","ZUL_Hasan"
"1738194028313858064","Fri Dec 22 13:45:25 +0000 2023","3711","Gibran nyuruh pak Mahfud googling investor asing IKN. Malah nemu pernyataan bapaknya Gibran bahwa blm ada investor asing di IKN. #DebatCawapres https://t.co/jKO1R0oMPr","1738194028313858064","https://pbs.twimg.com/media/GB9OQecbEAAFAy4.jpg","","in","Indonesia","86","535","837","https://x.com/narkosun/status/1738194028313858064","84221579","narkosun"
"1764175280149807170","Sun Mar 03 06:25:38 +0000 2024","12629","Ave Neohistorian! Belum lama ini Presiden Joko Widodo mengatakan pembangunan Istana Presiden di Ibu Kota Nusantara (IKN) dilakukan karena beliau ingin Indonesia mempunyai gedung Istana Presiden yang bukan merupakan peninggalan kolonial demi kebanggaan dan harga diri bangsa. https://t.co/csbrBDlpNK","1764175280149807170","https://pbs.twimg.com/media/GHucET8bAAAI4vx.jpg","","in","Pondok Cina, Depok","647","860","1169","https://x.com/neohistoria_id/status/1764175280149807170","1495326248100589569","neohistoria_id"
